content_cost_ratio,competitor_moves,price_increase_pct,bundle_member,tenure_months,engagement_hours,support_tickets,region,plan_type,churn
0.56,3,5.21,0,4,11.5,2,NA,Basic,1
0.48,1,6.16,1,11,3.4,1,EU,Premium,0
0.523,3,3.32,0,10,22.5,0,APAC,AdTier,0
0.483,2,1.06,0,2,2.6,0,EU,Standard,0
0.488,2,1.24,0,19,32.7,1,NA,Standard,0
0.453,2,5.76,0,20,56.7,0,EU,Basic,0
0.596,4,0.0,0,10,50.9,2,EU,Basic,0
0.584,3,6.01,1,13,65.6,0,APAC,Premium,0
0.552,2,1.42,1,7,52.4,0,EU,Standard,0
0.638,1,6.85,1,19,36.9,0,APAC,Premium,0
0.509,3,2.86,0,2,34.5,0,NA,Standard,0
0.702,1,4.45,0,14,53.7,1,NA,Basic,0
0.506,2,7.77,0,2,14.4,0,APAC,AdTier,1
0.535,3,2.34,0,1,0.0,1,LATAM,AdTier,0
0.496,3,2.31,0,10,52.8,0,LATAM,Premium,0
0.542,2,1.61,0,37,49.7,0,APAC,AdTier,1
0.57,0,1.0,1,10,76.4,0,EU,AdTier,0
0.513,1,2.34,1,24,58.9,1,NA,Standard,0
0.627,6,1.89,0,5,51.2,0,LATAM,Premium,1
0.534,1,0.5,0,45,38.8,0,EU,Premium,0
0.536,2,2.58,0,5,28.8,1,APAC,Standard,0
0.465,2,3.9,1,27,39.4,2,EU,Standard,0
0.545,1,1.21,0,3,64.1,0,APAC,Premium,0
0.512,2,2.68,1,95,54.3,0,EU,Basic,0
0.484,2,5.81,0,27,63.7,1,NA,Premium,0
0.473,2,0.16,1,69,47.1,0,LATAM,Standard,0
0.68,1,6.86,1,35,27.0,0,NA,Standard,0
0.504,2,1.65,0,12,68.2,0,NA,Standard,0
0.433,3,3.4,1,28,66.4,0,NA,AdTier,0
0.478,0,5.56,1,12,48.7,0,NA,AdTier,0
0.517,3,6.17,0,17,56.1,1,APAC,AdTier,1
0.553,2,3.94,0,3,55.0,1,EU,Premium,1
0.553,2,1.61,0,59,35.6,0,APAC,Premium,0
0.561,1,1.43,0,24,39.8,1,NA,Basic,0
0.481,1,1.85,1,1,26.8,1,NA,Standard,0
0.54,2,6.78,0,28,39.7,1,APAC,Standard,0
0.467,3,2.23,1,15,65.6,2,NA,Basic,0
0.483,1,3.65,1,18,61.8,1,NA,Premium,0
0.465,2,0.91,0,21,56.2,0,NA,Basic,0
0.449,1,0.69,0,4,64.2,1,NA,AdTier,0
0.584,3,3.05,1,20,37.7,0,EU,AdTier,0
0.561,2,2.35,0,35,21.5,0,NA,Standard,0
0.579,0,2.5,0,18,41.9,0,EU,Basic,0
0.522,4,0.04,1,5,43.4,1,APAC,Premium,0
0.567,2,2.85,0,28,58.5,2,APAC,Premium,0
0.414,2,6.1,1,39,55.2,1,EU,Premium,0
0.572,1,1.29,0,55,65.2,1,EU,Premium,0
0.531,3,4.79,1,77,4.7,2,LATAM,Premium,1
0.558,3,0.0,1,60,29.0,1,NA,AdTier,0
0.543,0,1.4,0,24,43.2,0,APAC,Basic,0
0.461,2,0.0,0,5,54.6,0,NA,AdTier,0
0.43,6,5.47,0,26,86.9,0,APAC,Premium,0
0.477,3,4.76,1,1,25.5,1,EU,Standard,0
0.554,2,0.93,0,33,30.8,0,NA,Standard,0
0.561,2,3.58,0,49,36.5,0,APAC,AdTier,0
0.438,1,5.4,0,1,30.1,0,NA,Basic,1
0.461,0,5.71,1,51,27.2,0,APAC,Premium,0
0.477,4,2.19,0,8,45.9,1,EU,Basic,0
0.499,1,0.0,1,15,64.7,0,NA,Standard,0
0.438,2,1.2,1,1,47.4,0,EU,Standard,0
0.435,2,4.53,0,20,27.8,0,EU,Basic,0
0.471,1,7.2,1,2,41.1,1,NA,Basic,1
0.525,4,2.89,0,5,24.2,0,APAC,Standard,0
0.449,1,1.79,1,37,64.7,0,NA,Standard,0
0.513,4,7.8,1,33,74.4,0,NA,Standard,1
0.584,0,3.81,0,24,13.1,0,NA,Standard,1
0.442,3,0.54,0,10,49.6,1,APAC,Standard,0
0.508,3,2.76,1,28,29.4,0,NA,Premium,1
0.581,2,5.0,0,5,46.3,0,APAC,Standard,0
0.495,4,2.86,0,21,43.3,0,APAC,Premium,0
0.486,4,4.59,1,1,18.2,0,EU,Premium,0
0.59,5,0.0,0,17,69.2,0,EU,Premium,0
0.502,5,0.13,0,13,42.0,0,NA,AdTier,1
0.586,3,1.53,0,2,35.6,0,NA,AdTier,0
0.546,1,2.44,0,6,47.3,1,EU,Premium,1
0.499,1,3.67,0,25,27.6,1,EU,Premium,0
0.549,2,4.27,0,2,41.3,0,NA,Standard,1
0.539,0,7.93,0,26,8.3,0,NA,Basic,0
0.581,3,1.52,0,6,0.0,0,NA,Premium,0
0.487,1,2.37,1,4,25.6,0,NA,Standard,0
0.522,0,1.58,1,45,34.4,0,EU,Standard,0
0.516,2,5.16,0,7,9.9,1,LATAM,Premium,0
0.562,3,5.27,0,23,35.1,0,LATAM,Premium,0
0.458,1,2.1,0,7,34.3,1,NA,Standard,0
0.581,4,7.13,0,19,43.8,0,EU,AdTier,0
0.548,1,1.58,1,26,57.3,0,NA,AdTier,0
0.441,2,5.06,0,3,79.2,0,EU,Basic,1
0.592,3,5.91,0,3,53.6,0,NA,Standard,0
0.654,2,0.28,1,7,25.3,0,EU,AdTier,0
0.58,1,4.16,1,10,58.3,0,EU,Premium,0
0.606,3,0.0,0,1,73.0,0,EU,Standard,0
0.525,3,4.65,1,12,22.6,1,NA,AdTier,0
0.42,2,0.8,0,7,23.7,1,EU,Premium,0
0.409,1,4.13,1,9,16.6,0,NA,Premium,0
0.535,5,4.51,0,24,33.7,0,EU,Standard,1
0.484,2,5.24,0,94,52.5,0,APAC,Premium,0
0.465,0,4.78,0,21,74.7,1,NA,AdTier,1
0.516,1,3.11,0,18,62.8,0,NA,Basic,0
0.557,3,2.24,0,25,52.7,1,EU,Premium,1
0.433,3,2.85,1,34,45.9,0,EU,Premium,0
0.493,3,0.77,0,17,52.8,1,EU,Basic,0
0.611,3,2.58,1,22,54.0,0,APAC,Premium,0
0.455,2,2.42,0,13,71.1,0,EU,AdTier,0
0.572,4,1.42,1,12,44.6,3,EU,Basic,1
0.491,1,0.0,0,6,50.2,0,NA,Premium,0
0.553,5,0.45,0,9,36.8,1,NA,Standard,1
0.586,0,0.0,0,36,47.3,0,APAC,Standard,0
0.564,2,2.38,0,15,39.9,1,EU,Basic,0
0.575,3,3.72,0,3,21.2,2,NA,Premium,0
0.451,2,0.0,1,12,62.5,1,EU,AdTier,0
0.587,3,3.47,0,40,74.8,0,EU,Standard,1
0.469,4,2.76,0,5,44.3,1,EU,Standard,1
0.536,2,0.65,0,24,51.6,1,NA,Basic,0
0.535,1,2.14,1,63,62.2,0,LATAM,Basic,0
0.549,2,5.1,0,8,42.1,0,APAC,Standard,1
0.54,1,1.05,0,12,48.8,0,APAC,Standard,0
0.469,7,3.16,0,28,40.7,1,NA,AdTier,0
0.439,1,3.69,1,4,34.0,0,EU,AdTier,1
0.572,4,1.36,1,31,55.4,1,LATAM,Basic,0
0.531,1,5.02,0,8,55.3,0,LATAM,Standard,1
0.589,2,3.81,0,1,63.5,0,NA,Premium,0
0.517,3,2.5,0,66,44.9,1,NA,Premium,0
0.436,1,7.73,0,10,21.0,1,EU,Standard,0
0.578,1,5.03,1,13,67.2,1,NA,AdTier,0
0.498,4,0.0,1,5,30.3,1,NA,Standard,1
0.541,1,2.22,0,7,30.0,1,EU,Standard,0
0.481,3,7.93,1,14,34.4,0,NA,Premium,0
0.619,3,1.04,0,53,10.1,1,EU,Standard,0
0.467,2,3.13,1,15,40.6,0,NA,Premium,0
0.5,1,5.46,1,3,57.4,0,NA,AdTier,0
0.526,1,4.3,1,22,36.3,1,APAC,AdTier,0
0.454,5,4.59,0,32,71.8,0,EU,Basic,0
0.54,1,4.48,0,35,70.5,0,LATAM,Basic,0
0.617,1,3.05,0,24,62.8,0,NA,Premium,0
0.491,2,1.42,0,10,6.3,0,EU,Basic,0
0.544,3,3.87,0,11,73.7,0,EU,Premium,1
0.4,2,2.19,1,5,40.3,0,LATAM,Premium,0
0.518,2,2.04,0,7,78.6,1,NA,Basic,1
0.501,0,5.96,0,28,32.9,1,EU,Basic,1
0.471,1,2.24,1,25,42.2,0,NA,Standard,0
0.585,2,6.41,0,28,46.8,0,APAC,AdTier,1
0.5,1,3.51,0,23,26.4,1,NA,Standard,0
0.509,4,2.68,0,11,12.6,0,EU,AdTier,0
0.497,0,0.0,1,4,0.0,0,EU,Premium,0
0.405,4,7.24,0,6,104.1,0,NA,Standard,0
0.452,2,2.99,0,2,11.6,0,NA,Standard,1
0.578,0,0.0,0,7,11.9,0,EU,Premium,0
0.4,2,4.98,0,38,56.4,1,NA,Standard,0
0.474,3,2.9,1,15,16.5,0,NA,Standard,0
0.496,2,1.14,1,2,12.8,3,NA,Standard,0
0.625,1,4.86,0,5,0.0,0,APAC,Standard,1
0.566,2,0.0,0,5,50.9,0,APAC,AdTier,0
0.487,1,1.57,0,18,23.6,2,APAC,AdTier,0
0.598,2,2.4,1,19,57.9,0,EU,Premium,0
0.476,1,4.7,0,13,43.5,0,EU,Standard,0
0.581,1,7.48,0,59,46.7,1,EU,Standard,1
0.438,4,2.51,0,10,35.9,1,LATAM,Basic,1
0.584,3,3.92,0,25,39.5,0,NA,Standard,1
0.496,1,8.5,1,13,27.1,1,APAC,Premium,0
0.458,0,3.01,0,9,29.0,1,EU,Standard,1
0.507,3,3.94,1,17,23.1,0,EU,Standard,0
0.537,2,0.53,0,5,75.3,0,NA,AdTier,0
0.49,2,6.92,0,7,37.1,0,APAC,Basic,1
0.553,1,1.57,1,29,0.0,1,EU,Premium,0
0.485,3,3.54,0,51,50.2,1,NA,Premium,0
0.557,8,3.48,1,27,28.9,0,EU,Standard,1
0.547,2,3.17,0,17,44.1,0,APAC,Basic,1
0.516,1,2.13,0,9,39.6,0,EU,AdTier,0
0.494,2,3.48,0,4,74.8,0,NA,Premium,0
0.529,1,6.51,1,6,37.3,0,NA,Premium,0
0.553,2,7.56,1,10,61.3,0,EU,Premium,0
0.644,3,2.65,1,37,59.2,1,APAC,Basic,0
0.576,4,2.1,1,1,17.7,1,EU,Standard,0
0.579,7,1.38,0,13,48.8,0,EU,Premium,0
0.705,1,8.37,1,38,29.8,1,NA,Standard,0
0.551,2,3.26,0,48,20.8,1,NA,Premium,0
0.549,2,5.23,1,49,20.9,0,EU,Standard,0
0.562,1,4.39,1,4,61.4,1,EU,Premium,0
0.459,0,7.42,0,7,97.9,1,EU,Premium,0
0.493,2,2.5,1,39,28.9,1,NA,Premium,0
0.49,2,0.79,1,19,49.3,0,NA,Premium,0
0.559,1,6.72,0,4,51.2,1,NA,Standard,0
0.51,0,4.81,1,22,34.4,0,APAC,AdTier,0
0.528,2,3.91,0,12,73.2,0,NA,Standard,0
0.585,3,6.07,1,22,88.9,0,EU,AdTier,0
0.572,0,4.03,1,21,33.0,0,NA,Premium,1
0.51,2,6.14,0,14,79.7,0,NA,Standard,0
0.48,2,3.49,0,5,34.1,0,NA,Standard,0
0.588,2,4.8,0,13,25.6,0,EU,AdTier,0
0.566,0,4.05,1,13,42.2,0,NA,Standard,0
0.424,3,2.35,1,47,62.4,0,NA,Basic,0
0.501,1,2.59,1,6,42.9,0,EU,Basic,0
0.53,2,2.21,1,18,59.8,2,APAC,AdTier,0
0.567,7,3.53,0,17,49.5,0,APAC,Standard,1
0.575,1,2.09,0,52,72.1,3,EU,Standard,0
0.537,5,3.87,1,3,55.6,2,NA,Standard,0
0.555,1,3.8,0,2,75.6,1,EU,Standard,1
0.524,3,3.41,0,26,27.8,0,EU,Standard,1
0.48,1,3.45,0,9,40.9,0,APAC,Basic,0
0.504,2,1.87,0,1,45.0,0,APAC,Standard,1
0.521,3,2.44,1,41,27.9,3,NA,Premium,0
0.518,2,0.0,0,61,24.9,1,NA,Standard,0
0.407,1,2.76,0,20,52.6,0,NA,Premium,0
0.496,3,1.03,0,31,58.3,1,EU,Premium,0
0.523,1,3.2,0,20,47.3,1,EU,Premium,0
0.503,0,1.57,0,17,66.2,1,LATAM,Basic,0
0.505,1,0.0,1,6,22.9,1,EU,Standard,0
0.549,2,7.5,0,3,37.2,1,EU,AdTier,0
0.455,5,2.54,1,3,21.4,2,NA,Basic,0
0.422,2,5.89,0,9,47.8,0,NA,AdTier,0
0.499,0,1.95,0,7,54.8,1,EU,Standard,0
0.566,0,6.4,1,6,71.8,1,NA,Premium,0
0.621,2,0.7,0,13,21.5,1,EU,Standard,1
0.567,2,3.35,0,25,52.4,0,APAC,Premium,0
0.432,1,0.82,0,2,73.7,0,APAC,Basic,0
0.506,4,8.2,1,14,25.0,1,NA,Premium,0
0.535,4,2.5,1,2,20.3,0,EU,Basic,1
0.531,0,4.66,0,31,15.5,0,APAC,Basic,1
0.552,1,3.9,1,15,57.5,1,NA,Basic,0
0.465,2,2.95,0,55,30.5,0,NA,AdTier,0
0.524,1,4.04,1,13,54.6,1,EU,Premium,0
0.545,4,5.72,1,11,40.7,0,EU,Standard,1
0.57,1,4.34,0,3,81.0,1,EU,Basic,0
0.472,1,3.32,0,17,60.8,0,APAC,AdTier,0
0.499,2,4.04,1,33,28.9,0,APAC,Basic,0
0.4,3,6.83,0,25,39.0,3,LATAM,Basic,0
0.483,1,2.17,1,9,60.8,0,LATAM,Standard,0
0.489,2,0.0,0,37,23.6,0,NA,Standard,1
0.459,0,0.81,1,17,68.6,1,NA,AdTier,0
0.53,4,0.96,0,18,40.0,1,APAC,Premium,0
0.517,2,1.24,1,68,61.2,0,LATAM,Standard,0
0.4,3,1.31,0,2,41.1,0,EU,Premium,0
0.533,4,2.95,1,20,34.5,0,NA,Premium,0
0.464,2,3.49,1,20,31.3,0,NA,Standard,0
0.549,1,3.47,1,26,79.6,0,LATAM,Basic,0
0.443,2,1.54,1,10,39.1,0,NA,Basic,0
0.522,4,4.99,0,34,106.6,0,LATAM,Standard,1
0.503,1,4.07,0,69,48.0,0,NA,Basic,0
0.538,1,6.16,0,37,28.0,1,LATAM,Standard,1
0.527,2,4.69,0,34,13.3,0,NA,Standard,0
0.505,2,2.3,0,7,69.7,1,LATAM,Premium,0
0.428,1,5.61,1,35,41.1,2,EU,Standard,0
0.431,1,3.55,1,87,61.5,0,APAC,Premium,0
0.485,2,4.6,0,29,91.4,1,NA,Premium,0
0.52,2,4.44,0,11,58.4,0,NA,Premium,0
0.484,3,2.75,0,35,51.7,1,NA,Standard,0
0.558,4,3.21,1,24,69.5,1,APAC,Standard,1
0.503,2,2.74,1,4,61.1,1,NA,Standard,0
0.462,2,1.29,0,3,19.7,0,EU,Basic,0
0.503,0,0.0,0,45,71.7,1,NA,Basic,0
0.534,3,1.61,1,27,44.1,1,EU,Standard,1
0.539,3,3.4,0,6,75.8,1,NA,Premium,0
0.633,0,5.17,1,22,55.1,2,LATAM,Premium,0
0.48,2,4.59,0,32,68.8,0,NA,Standard,0
0.516,2,2.44,1,5,40.5,1,LATAM,Premium,0
0.546,1,1.64,1,3,14.7,0,EU,Standard,0
0.519,2,2.64,0,9,56.3,0,NA,Premium,1
0.49,1,1.05,0,31,64.5,0,APAC,Standard,0
0.427,3,0.0,0,1,33.9,1,NA,Basic,0
0.489,5,0.0,0,17,40.9,0,EU,Standard,1
0.456,2,5.75,0,25,0.7,0,EU,AdTier,1
0.416,4,6.71,0,3,41.9,0,APAC,Basic,0
0.472,2,4.51,1,31,20.0,2,NA,Standard,0
0.457,1,2.88,0,13,55.3,1,NA,Standard,1
0.555,3,0.21,0,14,51.7,1,LATAM,Premium,1
0.556,0,2.68,1,4,45.3,0,NA,Basic,1
0.466,3,4.22,0,10,71.5,0,EU,Standard,0
0.504,2,4.66,0,19,49.8,0,APAC,Standard,0
0.409,2,4.38,1,23,48.9,0,NA,Standard,0
0.49,2,5.42,1,19,51.4,0,NA,Standard,0
0.544,0,6.89,0,19,33.3,0,NA,Standard,0
0.569,1,2.19,1,6,64.8,1,LATAM,Standard,1
0.477,3,8.61,0,3,26.7,0,LATAM,Standard,1
0.583,0,0.0,0,9,53.5,0,LATAM,AdTier,0
0.429,2,1.44,0,4,69.4,1,NA,Standard,0
0.445,3,3.4,0,9,24.5,0,EU,Basic,0
0.563,2,4.1,0,10,18.2,0,LATAM,Standard,0
0.62,2,2.64,0,35,24.1,0,APAC,Premium,0
0.55,1,2.01,1,1,81.3,0,NA,Basic,0
0.518,2,7.41,0,23,32.8,2,NA,Standard,1
0.4,1,1.91,1,47,21.0,0,EU,AdTier,0
0.4,5,0.96,0,30,52.3,1,APAC,Basic,1
0.528,1,6.38,1,45,0.0,1,NA,AdTier,0
0.499,2,4.7,0,11,25.9,1,NA,Standard,1
0.454,1,5.19,0,6,73.3,0,APAC,Standard,0
0.524,2,3.39,1,9,25.9,0,NA,Premium,0
0.527,2,0.25,0,18,39.8,0,NA,Standard,0
0.577,4,3.17,1,31,50.9,0,EU,Basic,0
0.528,1,0.0,1,1,50.9,0,APAC,Premium,0
0.594,4,3.48,1,16,34.3,0,EU,Premium,0
0.52,3,4.31,0,2,55.9,1,LATAM,Standard,0
0.513,1,5.15,1,5,73.9,1,APAC,Premium,0
0.584,2,2.82,0,10,23.8,1,NA,Basic,1
0.461,5,4.5,1,42,35.3,1,NA,Basic,0
0.689,2,1.19,0,11,42.9,0,NA,Standard,1
0.543,5,4.93,0,15,59.0,0,EU,AdTier,1
0.543,1,4.35,1,15,45.7,1,EU,Basic,0
0.552,0,1.4,0,2,42.5,1,APAC,AdTier,0
0.633,0,4.06,1,27,14.0,0,EU,Standard,0
0.568,3,5.18,0,7,22.3,0,NA,Standard,0
0.424,1,3.16,1,10,48.9,0,NA,Premium,0
0.604,3,1.35,0,48,34.7,0,EU,Basic,0
0.5,2,3.36,0,3,38.2,0,NA,Basic,0
0.526,2,4.1,0,17,43.8,0,NA,Standard,0
0.443,1,1.34,0,10,91.8,0,APAC,Standard,0
0.552,0,0.98,1,13,35.1,1,EU,Standard,0
0.481,3,4.04,1,17,72.7,0,EU,Basic,0
0.526,1,4.65,1,28,71.3,0,NA,Standard,0
0.503,5,7.3,1,23,61.1,1,LATAM,Premium,0
0.636,1,4.33,1,5,28.1,1,APAC,Standard,0
0.639,0,0.58,0,67,47.7,0,NA,AdTier,0
0.523,4,7.08,0,8,37.2,0,NA,Standard,1
0.524,1,5.11,1,4,85.3,0,APAC,Standard,0
0.498,3,0.0,1,5,53.2,0,EU,Standard,0
0.586,4,0.94,0,1,40.7,0,APAC,Basic,1
0.5,3,2.02,0,2,80.7,3,EU,Standard,0
0.495,5,4.68,0,3,37.9,0,APAC,Standard,1
0.579,1,0.0,1,18,56.0,1,APAC,Premium,0
0.488,2,2.76,0,34,59.0,0,NA,Basic,0
0.518,4,4.56,1,1,51.9,1,APAC,AdTier,0
0.425,2,0.0,1,23,42.9,0,NA,AdTier,0
0.562,3,4.49,1,3,61.8,0,EU,Standard,0
0.636,1,4.73,0,5,32.4,1,NA,Standard,1
0.563,0,1.31,1,120,67.3,0,EU,Premium,0
0.608,1,0.69,1,19,39.4,0,APAC,Standard,0
0.469,2,1.28,0,9,71.8,1,NA,Standard,0
0.534,3,0.0,0,31,65.9,1,NA,Standard,0
0.463,2,2.35,0,1,56.0,1,EU,AdTier,0
0.506,1,3.44,0,69,43.2,0,NA,Standard,0
0.566,2,0.56,0,3,67.1,1,NA,Standard,0
0.526,0,4.94,0,6,56.4,0,APAC,Premium,0
0.435,0,3.21,1,16,0.0,1,EU,Premium,1
0.441,0,3.52,0,31,28.6,1,LATAM,Standard,0
0.437,1,2.2,0,10,48.4,0,APAC,Premium,0
0.549,3,4.49,1,25,50.6,2,EU,AdTier,0
0.644,3,5.58,1,5,59.1,0,NA,Standard,0
0.602,5,2.18,1,4,76.0,0,NA,Basic,1
0.406,2,4.52,1,21,56.7,1,EU,AdTier,0
0.605,1,4.54,1,4,3.3,0,EU,AdTier,0
0.576,4,3.84,0,27,49.0,0,EU,Basic,0
0.427,1,6.35,0,34,69.3,1,EU,Standard,0
0.502,1,1.55,0,29,47.2,0,NA,Standard,0
0.586,2,2.16,1,33,49.1,1,EU,Premium,0
0.553,3,1.45,0,10,35.1,0,NA,AdTier,1
0.441,2,4.45,0,5,64.0,0,EU,Standard,0
0.557,3,2.46,0,32,37.9,0,EU,AdTier,0
0.4,2,1.61,1,2,56.9,0,EU,Basic,0
0.507,0,6.33,0,9,53.6,0,APAC,Standard,1
0.588,1,6.62,1,2,46.1,0,EU,Basic,0
0.521,2,2.34,1,16,54.7,0,APAC,AdTier,0
0.49,2,0.27,0,6,49.0,1,NA,Basic,0
0.573,6,6.73,1,9,70.5,1,APAC,AdTier,1
0.578,1,3.94,0,1,58.5,0,NA,Premium,0
0.599,1,3.84,0,45,65.8,2,EU,AdTier,0
0.572,2,3.21,0,12,29.7,1,NA,Standard,0
0.585,1,1.4,1,36,28.5,0,NA,Standard,0
0.564,0,2.17,0,21,46.3,1,LATAM,Basic,0
0.536,0,4.36,1,18,60.0,0,NA,Basic,0
0.525,1,2.1,1,16,55.6,0,EU,Premium,1
0.506,2,3.87,0,9,30.0,0,NA,Standard,1
0.447,2,3.03,0,5,60.6,0,NA,Standard,0
0.463,0,0.89,0,38,32.4,0,LATAM,Basic,0
0.503,3,6.24,0,3,58.5,0,EU,Standard,0
0.534,5,4.19,1,7,50.7,0,EU,Basic,0
0.606,1,3.66,0,20,40.5,1,NA,Basic,0
0.517,2,4.11,1,39,34.3,3,NA,Basic,1
0.58,0,0.0,1,8,47.7,0,EU,Basic,0
0.585,0,2.01,0,10,46.7,0,NA,Premium,0
0.506,0,0.0,0,20,24.1,0,NA,Basic,0
0.556,1,3.25,1,1,57.0,0,EU,Premium,0
0.505,0,3.65,1,5,68.1,1,NA,Premium,0
0.599,4,3.28,0,5,62.2,0,LATAM,Basic,0
0.558,2,5.36,1,7,51.3,1,EU,Standard,0
0.449,3,0.01,1,13,36.0,2,NA,Basic,0
0.53,4,1.4,1,14,47.6,1,EU,Standard,0
0.619,3,3.83,1,19,42.4,1,EU,Premium,0
0.509,2,3.53,1,3,47.5,0,NA,Standard,0
0.547,2,0.37,1,22,63.7,1,APAC,AdTier,0
0.553,2,5.39,0,46,42.8,0,EU,AdTier,0
0.458,1,6.09,1,18,8.3,0,NA,Standard,0
0.551,3,3.85,0,6,61.0,0,EU,Premium,1
0.436,2,0.0,1,7,52.9,0,APAC,Standard,0
0.482,4,3.32,0,4,48.0,1,NA,Standard,0
0.585,2,3.68,1,17,21.5,1,APAC,Standard,0
0.541,2,2.46,1,13,28.4,2,NA,Standard,0
0.502,3,5.69,1,2,30.7,0,NA,AdTier,1
0.547,2,2.77,0,23,33.3,2,LATAM,AdTier,0
0.516,2,7.21,1,42,35.2,3,NA,Standard,0
0.521,2,4.57,0,1,21.4,1,NA,Premium,1
0.559,3,3.55,0,18,88.0,0,NA,AdTier,0
0.476,0,4.84,0,9,75.0,0,APAC,Premium,0
0.522,0,6.06,1,1,50.5,1,NA,Premium,0
0.501,2,4.8,1,47,44.3,0,APAC,Standard,0
0.425,2,2.85,0,79,81.5,0,EU,Premium,0
0.465,1,1.68,1,20,77.5,2,APAC,Basic,0
0.614,2,0.76,0,58,30.2,0,LATAM,Standard,1
0.543,0,0.0,0,30,50.0,1,APAC,Standard,0
0.441,1,3.35,1,15,41.4,0,NA,AdTier,0
0.428,2,2.22,1,37,39.6,2,LATAM,Standard,1
0.513,2,2.33,1,27,41.7,2,NA,Basic,0
0.614,1,5.06,0,15,43.3,1,APAC,Standard,1
0.509,2,2.78,0,8,49.2,0,EU,Standard,0
0.598,2,6.79,0,12,49.3,0,NA,AdTier,1
0.541,3,1.85,1,4,73.8,0,EU,Standard,0
0.548,8,1.06,0,2,28.9,0,EU,Standard,1
0.44,0,0.48,0,9,64.3,0,LATAM,AdTier,0
0.576,1,4.45,0,22,23.5,0,EU,AdTier,1
0.5,3,5.3,0,23,49.7,0,APAC,AdTier,0
0.572,2,1.81,0,61,65.9,3,EU,Premium,0
0.471,2,0.87,1,4,56.4,0,EU,Standard,0
0.531,5,6.06,0,7,38.7,0,NA,Premium,1
0.541,0,0.1,0,5,50.7,2,NA,Standard,0
0.511,2,5.02,1,38,78.0,2,APAC,Standard,0
0.544,2,1.86,0,1,33.2,2,EU,Standard,1
0.504,3,3.79,0,43,56.3,0,EU,AdTier,0
0.481,3,5.15,1,14,64.3,2,LATAM,Basic,1
0.616,1,3.95,0,38,37.2,1,EU,AdTier,0
0.583,2,2.41,1,10,79.7,2,APAC,Premium,0
0.474,1,5.79,0,17,86.5,1,APAC,Standard,0
0.554,2,3.58,1,5,66.9,1,EU,Standard,0
0.475,2,10.37,0,12,66.9,0,EU,Standard,1
0.449,3,0.0,0,23,10.4,1,LATAM,Standard,0
0.582,3,0.0,0,26,18.6,0,EU,Basic,1
0.418,2,4.99,0,9,43.3,1,NA,Basic,0
0.576,2,2.94,0,17,31.8,0,NA,Standard,1
0.505,2,4.59,0,3,57.5,1,NA,Basic,0
0.507,5,0.8,0,102,0.0,0,APAC,Basic,0
0.545,3,3.11,0,10,57.4,1,LATAM,AdTier,1
0.555,4,3.91,0,26,41.5,0,APAC,Standard,0
0.47,1,1.91,0,4,34.2,0,APAC,AdTier,1
0.563,2,3.46,0,2,83.1,0,APAC,Premium,0
0.527,3,0.28,1,2,38.8,1,EU,Standard,0
0.445,0,3.79,1,18,12.7,1,NA,Premium,0
0.51,4,5.89,0,6,54.1,0,EU,Standard,0
0.603,2,0.52,1,7,52.6,1,LATAM,Standard,0
0.621,1,0.4,1,7,41.5,0,EU,Basic,0
0.563,2,5.38,1,31,92.0,0,APAC,Standard,0
0.449,1,0.37,0,1,49.2,1,APAC,Basic,1
0.549,1,4.68,0,5,65.3,0,NA,Basic,0
0.571,2,3.11,1,9,51.5,1,EU,AdTier,1
0.564,3,2.16,0,42,70.4,3,EU,Premium,0
0.567,1,5.93,1,7,38.4,1,EU,Standard,0
0.542,3,4.86,1,5,23.7,0,NA,Standard,1
0.516,0,3.56,0,4,60.3,0,EU,Standard,1
0.483,3,0.0,0,5,51.0,0,APAC,Standard,1
0.406,0,4.42,0,69,60.9,0,EU,Standard,0
0.54,5,0.86,1,7,32.7,1,LATAM,Standard,0
0.531,0,2.56,1,8,54.6,0,APAC,Standard,0
0.553,1,3.01,1,2,13.1,0,APAC,AdTier,0
0.44,2,6.79,0,40,35.4,0,NA,Standard,0
0.559,0,2.49,1,41,30.9,1,NA,AdTier,0
0.643,2,0.15,0,4,54.9,1,EU,Standard,0
0.525,3,5.94,0,30,35.3,0,APAC,Standard,0
0.516,1,4.45,0,89,17.5,3,NA,Standard,0
0.539,1,4.53,0,1,33.6,0,APAC,Premium,0
0.642,1,5.98,0,34,57.0,1,EU,AdTier,1
0.459,5,6.45,0,2,47.6,0,NA,Basic,0
0.532,0,1.22,0,6,30.1,0,NA,Standard,0
0.472,2,0.22,0,10,61.8,0,EU,Premium,0
0.487,1,4.68,0,57,76.3,0,EU,Standard,0
0.517,3,2.48,1,28,63.2,0,NA,Standard,0
0.601,2,2.66,0,21,0.0,1,EU,Basic,1
0.628,2,0.76,0,10,49.7,0,NA,Standard,1
0.547,1,4.17,0,4,42.2,2,EU,Standard,1
0.497,0,3.8,1,20,4.3,0,LATAM,Standard,0
0.67,1,2.69,0,2,19.2,1,NA,Premium,1
0.494,5,0.22,0,28,61.0,1,EU,AdTier,1
0.486,1,5.42,1,18,48.7,1,APAC,Basic,0
0.414,1,3.51,0,8,46.6,1,EU,Standard,0
0.604,2,5.24,0,6,32.0,0,NA,Standard,1
0.578,4,0.0,1,104,66.6,1,EU,AdTier,0
